Description,Manufacturer
Zura Monitor 17 Series Dual Function Pressure Balanced Tub and Shower with Integrated Volume Control - Less Rough-In Valve,Delta
Tesla Monitor 14 Series Single Function Pressure Balanced Tub and Shower - Less Rough-In Valve,Delta
Hardware Beasley Multifunction Hand Shower with Hose,Signature
"Hardware Pendleton Deck Mounted Roman Tub Filler Faucet - Includes Hand Shower, Less Valve",Signature
Wave Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Invari Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower, Less Handles and Rough-In",Brizo
"Charlotte 5-13/16"" Single Function Raincan Shower Head with H2Okinetic Technology - 1.75 GPM",Brizo
Commercial Single Handle Monitor Shower Valve Shower Only Trim Only with Pressure Balance Cartridge and Handle,Delta
Commercial Single Handle Monitor Shower Valve Shower Only Trim Only with Pressure Balance Cartridge and Handle less Shower Head,Delta
Commercial Single Handle Monitor Tub / Shower Valve Trim Only with Pressure Balance Cartridge and Handle,Delta
Brass Victorian 1.8 GPM Single Function Hand Shower,Kingston
"Single Handle Shower Valve Trim Less Shower Head with Metal Blade Handle and Personal Hand Shower with 24"" Combination Grab / Slide Bar from the Commercial Series",Delta
Brass Concord Tub and Shower Trim Package with 1.8 GPM Multi Function Shower Head,Kingston
Brass English Country Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
"Sensori Custom Thermostatic Shower System with Wall and Ceiling Showerhead, Volume Controls, Body Sprays, and Hand Shower - Valves Included",Brizo
Essential 1.75 GPM Multi Function Hand Shower,Brizo
Dartmoor Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Moen
"M-Dura 1.5 GPM Shower System - Includes Valve Trim, Shower Arm, Showerhead, Grab Bar, Handshower, Hose, and Elbow Supply",Moen
"Hardware Rigi 1.8 GPM Rain Shower Head with 4"" Ceiling Mounted Shower Arm",Signature
Mia 1.8 GPM Multi Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
Brass Victorian 1.8 GPM Multi Function Shower Head - 6 Nozzles,Kingston
Hardware Beasley Floor Mounted Tub Filler Faucet - Includes Hand Shower and Valve,Signature
Dorval Tempassure 17T Series Dual Function Thermostatic Shower Only with Integrated Volume Control - Less Rough-In Valve,Delta
"Mia 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Miseno
Hardware Greyfield Floor Mounted Tub Filler Faucet - Includes Hand Shower and Valve,Signature
"Zura Thermostatic Shower System with Shower Head, Shower Arm, Hand Shower, Slide Bar, Hose, Valve Trim and MultiChoice Rough-In",Delta
"Trinsic Pressure Balanced Shower System with Shower Head, Shower Arm, Hand Shower, Slide Bar, Hose, Valve Trim and MultiChoice Rough-In",Delta
"Avalon Shower System with Valve Trim, Shower Head, Hand Shower, and Diverter Valve",Pfister
Rodello 1.8 GPM Single Function Rain Shower Head,Rohl
Silverton 1.75 GPM Single Function Shower Head,Delta
Tenerife Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Avid Deck Mounted Roman Tub Filler - Includes Hand Shower,Kohler
"Mia Pressure Balanced Tub and Shower Trim with Hand Shower, Tub Spout, and Hand Shower Holder",Miseno
Tenerife 1.8 GPM Multi Function Shower Head,Rohl
Standard Patience Tub and Shower Trim Package with 1.8 GPM Multi Function Shower Head,American
Hardware Key West 1.8 GPM Multi Function Shower Head,Signature
"Bella Pressure Balanced Tub and Shower Trim with Hand Shower, Slide Bar, and Tub Spout",Miseno
Mia Shower Trim Package with Single Function Shower Head - Includes Rough-In,Miseno
Marielle 1.8 GPM Single Function Rain Shower Head - Includes Shower Arm and Flange,Pfister
Arris Posi-Temp Pressure Balanced Tub and Shower Trim Rain Shower Head and Tub Spout (Less Valve),Moen
"Sotria Hand Shower Package with Hose, Wall Supply, and H2Okinetic Technology",Brizo
1.75 GPM Single Function Eco-Performance Rain Shower Head,Moen
"Single Handle Shower Valve Trim with 1.5GPM Single Function Shower Head Personal Hand Shower 24"" Grab / Slide Bar and Metal Lever Handles from the Commercial Series",Delta
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Wall Mounted Rain Shower Arm",Miseno
Kelper Shower Only Trim Package with 1.8 GPM Single Function Shower Head,PROFLO
Palladian Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Arcana Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Grohtherm Thermostatic Shower System with Rain Shower Head, Hand Shower, Shower Arm, and Hose - Valve Included",Grohe
Rook Two Handle Tub Filler Trim Kit with Hand Shower and Cross Handles - Less Body Assembly and Union,Brizo
Campo Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Elysa Pressure Balanced Tub and Shower Trim with Hand Shower Trim, Tub Spout, and Hand Shower Holder",Miseno
Elysa 1.8 GPM Single Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Standard Shower Arm",Miseno
L Series 1.75 GPM Multi Function Classic Hand Shower,TOTO
"Bella 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Miseno
Hardware Pinecrest Pressure Balance Tub and Shower System with Lever Handle,Signature
"Mia Pressure Balanced Tub and Shower Trim with Hand Shower, Slide Bar, and Tub Spout",Miseno
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Standard Shower Arm",Miseno
"Bella Pressure Balanced Tub and Shower Trim with Hand Shower, Tub Spout, and Hand Shower Holder",Miseno
"Hardware Trimble Pressure Balanced Shower System with 5.25, 6"" Rain Shower Head and Hand Shower - Rough In Included",Signature
Versa 1.75 GPM Single Function Hand Shower Package - Includes Slide Bar and Hose,Danze
House Ian 1.8 GPM Multi Function Shower Head,Design
Vaughn Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Danze
"Faucets Elite 1.75 GPM Tub and Shower Trim Package - Includes Single Function Shower Head, Valve Trim, and Tub Spout",Olympia
1.75 GPM Single Function Hand Shower,Danze
Vaughn 1.75 GPM Single Function Shower Head,Danze
Mono Chic 1.5 GPM Single Function Shower Head with Air-Injection Technology,Danze
Xander 1.5 GPM Multi Function Hand Shower Package - Includes Hose and Wall Supply,Peerless
Faucets 1.75 GPM Multi Function Shower Head,Olympia
Echo 1.75 GPM Multi Function Shower Head,Speakman
Neo 1.5 GPM Multi Function Shower Head,Speakman
Westchester Tub and Shower Trim Package with 1.75 GPM Multi Function Shower Head - Lifetime Limited Warranty,Peerless
"Hardware Cooper Pressure Balanced Shower System with 6"" Rain Shower Head and Hand Shower - Rough In Included",Signature
Trillian Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,Delta
Universal Showering 1.75 GPM Multi Function Hand Shower Package - Includes Hose and Bracket,Delta
Faucets Motegi Shower Trim Set with 1.75 GPM Multi Function Shower Head,Pioneer
brand Floor Mounted Tub Filler with Built-In Diverter – Includes Hand Shower,ALFI
Brass 1.8 GPM Single Function Jet Shower Head,Newport
brand 1.8 GPM Multi Function Shower Head,ALFI
Brass Multi Functional Shower Head with Five Spray Modes and Rubit Cleaning System,Newport
and E Bath and Shower Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,A
brand Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,ALFI
Brass NWP Tub & Shower 1.8 GPM Single Function Hand Shower,Newport
"M.E. 1.5 GPM Single Function Handshower Package - Includes Slide Bar, Hose, and Wall Supply",Graff
1.8 GPM Shower Head,Graff
"brand 20"" Round Solid Stainless Steel Ultra Thin Rain Shower Head",ALFI
"brand 8"" Stainless Steel Square Ultra Thin Rain Shower Head",ALFI
"brand 8"" Stainless Steel Round Ultra Thin Rain Shower Head",ALFI
Mono Chic 1.75 GPM Single Function Shower Head,Danze
Neo 1.75 GPM Multi Function Hand Shower with Anystream,Speakman
Echo 1.5 GPM Multi-Function Shower Head,Speakman
"Hardware Pressure Balanced Shower System with 12"" Rain Shower Head and Hand Shower - Rough In Included",Signature
Euphoria Single Function Hand Shower with DreamSpray and SpeedClean Technology,Grohe
Origins Tub and Shower Trim Package with 1.5 GPM Single Function Shower Head,Symmons
"Vernis Handshower Set Vario-Jet, 1.75 GPM",Hansgrohe
Pivotal Deck Mounted Roman Tub Filler Trim with Metal Lever Handles - Less Valve,Delta
"Italian Bath, Soriano 1.8 GPM Single Function Hand Shower Package - Includes, Hose, and Wall Supply",Rohl
"Randall 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose and Wall Supply",DXV
"Uno Loop Floor Mounted Tub Filler with Hand Shower and Built-In Diverter Less Rough In - Engineered in Germany, Limited Lifetime Warranty",Axor
"Hardware 4"" Riggs Square Shower Head With 8"" Standard Arm",Signature
"Brass Personal Hand Shower with Fixed Shower Head, Diverter, Slide Bar and Soap Dish",Kingston
Rainfinity 1.75 GPM Multi Function Rain Shower Head,Hansgrohe
90 Degree Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Moen
1.75 GPM Multi Function Hand Shower,Riobel
"Coralais Single Handle Tub and Shower Trim Only with Metal Lever Handle, 1.5 GPM Single Function Shower Head, and NPT Diverter Tub Spout",Kohler
Brantford Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Moen
Hardware Cubic 1.8 GPM Single Function Shower Head,Signature
Origins Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Symmons
"San Giovanni Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Graceline Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Arcana Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"San Giovanni Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Graceline Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Campo Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Campo Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Eclissi Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
and Rowe Georgian Era Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
90 Degree Single Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
"Meda Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Vero Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Hose, and Valve Trim",Delta
"Acqui Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Verona Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Standard Estate Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Bodysprays, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
"Tenerife Pressure Balanced Shower System with Shower Head, Shower Arm and Valve Trim",Rohl
"Tenerife 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
"M-Dura 1.5 GPM Handshower - Includes Handshower, Valve Trim, Grab Bar, Hose, and Elbow Supply",Moen
1.5 GPM Single Function Shower Head from the M-DURA Collection,Moen
"Hardware Trimble Pressure Balanced Shower System with 12"" Rain Shower Head and Hand Shower - Rough In Included",Signature
Hardware Hibiscus Floor Mounted Tub Filler Faucet - Includes Hand Shower and Valve,Signature
Standard Town Square S 1.8 GPM Single Function Shower Head,American
Acqui Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Single Handle Tub and Shower Valve Trim with 1.5GPM Single Function Shower Head 24"" Grab / Slide Bar and Metal Blade Handle from the Commercial Series",Delta
"Hardware Trimble Pressure Balanced Shower System with 10"" Rain Shower Head and Hand Shower - Rough In Included",Signature
Rook Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower - Less Handles,Brizo
"Tub and Shower Valve Trim Medium Flow with MultiChoice, TempAssure, and H2Okinetic Technologies from the Charlotte Collection",Brizo
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, and Handshower - Valves Included",Brizo
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, and Handshower - Valves Included",Brizo
Lombardia Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Weymouth Deck Mounted Roman Tub Filler Trim with Personal Hand Shower and Built-In Diverter (Less Valve),Moen
"Standard Town Square S Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Bodysprays, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
"M-Dura 1.5 GPM Shower System - Includes Valve Trim, Shower Arm, Showerhead, Tub Spout, Slide Bar, Handshower, Hose, and Elbow Supply",Moen
and Rowe Georgian Era Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
1.75 GPM Roman Tub Hand Shower with Handle - Limited Lifetime Warranty,Delta
Swing C Deck Mounted Roman Tub with Built-In Diverter - Includes 1.8 GPM Hand Shower,Hansgrohe
Universal Showering 1.75 GPM Single Function Hand Shower Package with Shower Arm Mount and Hose,Delta
Pinstripe 1.75 GPM Rite-Temp Pressure Balancing Shower Trim Laser-Etched Pinstriped Lever Handle,Kohler
Graceline Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Palladian Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Meda 1.8 GPM Single Function Rain Shower Head,Rohl
"Spa Shower 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Standard Quentin Shower Only Trim Package with 1.8 GPM Multi Function Shower Head,American
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, Body Sprays, and Hand Shower - Valves Included",Brizo
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, Handshower, and Body Sprays - Valves Included",Brizo
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, and Body Sprays - Valves Included",Brizo
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, and Hand Shower - Valves Included",Brizo
"Sensori Custom Thermostatic Shower System with Showerhead, Volume Controls, and Hand Shower - Valves Included",Brizo
Brass Kingston Floor Mounted Clawfoot Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Brass American Classic Tub and Shower Trim Package With 1.8 GPM Single Function Shower Head with Diverter,Kingston
Hardware Victorian 1.8 GPM Single Function Shower Head,Signature
Single Function Handshower,Graff
"Faucets Mod Shower Trim Set with 1.75 GPM Single Function Shower Head, and Diverter Tub Spout with Escutcheon",Pioneer
Brass Megellan Pressure-Balancing Bath and Shower Faucet Trim with Lever Handle,Kingston
AXOR Starck 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Axor
Sereno 1.5 GPM Single Function Shower Head,Symmons
Vaughn 1.5 GPM Single Function Shower Head,Danze
Faucets Elite 1.75 GPM Shower Only Trim Package - Includes Single Function Shower Head and Valve Trim,Olympia
Rainier 1.75 GPM Multi Function Hand Shower,Speakman
"Faucets Mod Shower Trim Set with 1.75 GPM Single Function Shower Head, and Diverter Tub Spout with Escutcheon",Pioneer
M-Series Thermostatic Shower System - Shower with Handshower - Rough & Trim,Graff
"REM 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar, Hose and Wall Supply",DXV
"Ashbee 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose and Wall Supply",DXV
Brass NWP Tub & Shower 1.8 GPM Single Function Hand Shower - Includes Hose and Wall Supply,Newport
"Brass 2-3/4"" Single Function Solid Brass Shower Head",Newport
Precept Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Peerless
Origins Tub and Shower Trim Package with 1.5 GPM Single Function Shower Head,Symmons
Multi Function Handshower,Graff
Brass Manhattan Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
Versa 1.75 GPM Single Function Hand Shower Package - Includes Slide Bar and Hose,Danze
"Brass Vilbosch 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, and Holder",Kingston
Faucets i2 Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Pioneer
1.75 GPM Single Function Rain Shower Head,Riobel
Faucets i4 Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Pioneer
Faucets i4 Shower Trim Set with 1.75 GPM Multi Function Shower Head,Pioneer
Faucets Elite 1.75 GPM Shower Only Trim Package - Includes Single Function Shower Head and Valve Trim,Olympia
Faucets i2v Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Pioneer
Faucets i3 Shower Trim Set with 1.75 GPM Single Function Shower Head,Pioneer
"Brass Designer Trimscape 1-3/4"" Adjustable Spray Shower Head",Kingston
Neo 1.75 GPM Single Function Rain Shower Head,Speakman
2 GPM Single-Function Shower Head,Speakman
Multi Function Handshower,Graff
Zendo Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
Salome Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
M-Series Thermostatic Shower System - Shower with Handshower - Rough & Trim,Graff
GS Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
"Sade Roman Tub Filler Faucet with Hand Shower, Diverter and Metal Knob Handles",Graff
Scala 1.8 GPM Single Function Rain Shower Head,Fortis
"Terra Pressure Balanced Shower System with Shower Head, Handshower, Shower Arm, Handshower Holder, Water Supply and Hose",Graff
Riu Deck Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
Reflet Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
Square Deck Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Danze
Kubik Shower Only Trim Package with 1.75 GPM Multi Function Shower Head,Riobel
"Elm Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim – Less Rough-In Valve",Symmons
Brass Ithaca Multi-Function Wall Mounted Handshower with Hose and Wall Bracket,Newport
Terra Contemporary Pressure Balancing Shower Set - Trim Only,Graff
Brass Concord Floor Mounted Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Brass Paris Floor Mounted Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar and Hose,Riobel
Mono Round 1.75 GPM Single Function Shower Head with Air-Injection Technology,Danze
1.75 GPM Single Function Rain Shower Head,Riobel
South Shore Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Danze
House Middleton Tub and Shower Trim Package with Multi Function Shower Head,Design
Brass Concord Deck Mounted Clawfoot Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
1.8 GPM Multi Function Hand Shower,Riobel
Brass Vintage Deck Mounted Clawfoot Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Brass Concord Wall Mounted Clawfoot Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Brass Aqua Vintage Deck Mounted Clawfoot Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Brass Aqua Vintage Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
"Brass Vintage Tub and Shower Trim Package with Shower Head, Shower Arm, and Tub Spout",Kingston
brand 1.8 GPM Single Function Rain Shower Head with Multi Color LED Lighting Technology,ALFI
Brass Aqua Vintage Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
Brass Vintage Deck Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
Brass Essex Deck Mounted Clawfoot Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Xander Shower Only Trim Package with 1.5 GPM Multi Function Shower Head - Lifetime Limited Warranty,Peerless
Brass Restoration Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
Brass Concord Tub and Shower Trim Package with Single Function Shower Head,Kingston
Brass Concord Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
Brass Vintage Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
Brass Duchess Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
Faucets i2 1.75 GPM Single Function Shower Head with Hardwater Anti-Scale Technology,Olympia
Brass Milano Tub and Shower Trim Package with 2.5 GPM Single Function Shower Head,Kingston
"Faucets Elite 1.75 GPM Tub and Shower Trim Package - Includes Single Function Shower Head, Valve Trim, and Tub Spout",Olympia
"Brass Royale Shower Trim with Single Function Shower Head, Metal Lever Handle and Valve",Kingston
"Brass Multi Function Personal Hand Shower with 5 Settings, Bracket and Double Spiral Stainless Steel Hose",Kingston
Brass Victorian 1.8 GPM Single Function Rain Shower Head,Kingston
"Faucets Mod Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head, and Diverter Tub Spout with Escutcheon",Pioneer
Opulence Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Danze
Brass Legacy Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
"Faucets i2 1.75 GPM Multi-Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Olympia
Faucets Motegi Shower Trim Set with 1.75 GPM Single Function Shower Head,Pioneer
Faucets Motegi Shower Trim Set with 1.75 GPM Single Function Shower Head,Pioneer
Faucets Accent Tub and Shower Trim Package with 1.75 GPM Multi Function Shower Head,Pioneer
Faucets i3 Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Pioneer
Faucets Accent Tub and Shower Trim Package with 1.75 GPM Multi Function Shower Head,Pioneer
Faucets Accent Shower Trim Set with 1.75 GPM Multi Function Shower Head,Pioneer
"Faucets Accent 1.5 GPM Tub and Shower Trim Package - Includes Single Function Shower Head, Valve Trim, and Tub Spout",Olympia
Faucets P-Accessory 1.5 GPM Multi Function Shower Head with Hardwater Anti-Scale Technology,Pioneer
Florin 1.75 GPM Multi Function Hand Shower,Danze
Signature Brass 1.75 GPM Multi Function Shower Head,Speakman
Vector 1.75 GPM Multi Function Shower Head,Speakman
Kubos 1.5 GPM Multi Function Hand Shower,Speakman
Kubos 1.75 GPM Multi Function Shower Head with Exhilaration Spray,Speakman
Rainier 1.5 GPM Multi Function Shower Head,Speakman
Oberon 1.5 GPM Single Function Rain Shower Head Only,TOTO
Modern 1.75 GPM Square Single Function Shower Head with Touch-Clean Technology,Delta
Croma Select S 1.5 GPM Rain Shower Head with Select and QuickClean Technologies,Hansgrohe
Triton Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Kohler
Esato Monitor 14 Series Single Function Pressure Balanced Tub and Shower with 5 Setting Shower Head and Included Rough-In Valve,Delta
Modern 1.75 GPM Round Single Function Shower Head with Touch-Clean Technology,Delta
"Brass 8"" Single Function Solid Brass Shower Head",Newport
Brass NuWave French Tub and Shower Trim Package with 1.8 GPM Multi Function Shower Head,Kingston
Palladian Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Brass Restoration Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
Arris Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Moen
Country Bath Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Focus Deck Mounted Roman Tub with Built-In Diverter - Includes 1.8 GPM Hand Shower,Hansgrohe
Weymouth Multi Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
Graceline 1.75 GPM Multi Function Hand Shower,Rohl
and Rowe Hoxton 1.8 GPM Single Function Rain Shower Head,Perrin
Universal Showering 1.75 GPM Multi Function Hand Shower Package with Wall Supply and Hose,Delta
"Brass Concord 5"" Multi Function Shower Head with 5 Spray Patterns",Kingston
Brass Manhattan Tub and Shower Trim Package with Single Function Shower Head,Kingston
"Origins Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim – Less Rough-In Valve",Symmons
GS Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
"Elm Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim – Less Rough-In Valve",Symmons
Riu Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Equinox Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Parabola Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
"Belshire Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim - No Shared Functions",DXV
GS Shower System with Combined Thermostatic and Pressure Balance Technology and 3 Function Integrated Diverter,Riobel
Riu Shower System with Combined Thermostatic and Pressure Balance Technology and 3 Function Integrated Diverter,Riobel
Zendo Shower System with Thermostatic and Pressure Balance Technology and 3 Function Integrated Diverter,Riobel
Massaud Deck Mounted Roman Tub with Built-In Diverter - Includes Hand Shower,Axor
Equinox Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Edge Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Kubik Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Zendo Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Brera Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Fortis
Riu Shower Only Trim Package with 1.75 GPM Multi Function Shower Head,Riobel
Westchester Shower Only Trim Package with 1.75 GPM Multi Function Shower Head - Lifetime Limited Warranty,Peerless
Conservation Luxury Spa 1.5 GPM Single Function Shower Head,Niagara
Brass Restoration Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
"Belshire Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim - No Shared Functions",DXV
Abruzzo Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Fortis
Momenti Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
Parabola Shower System with Combined Thermostatic and Pressure Balance Technology and 2 function Integrated Diverter,Riobel
"Belshire Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim - No Shared Functions",DXV
"Riu Thermostatic Shower System with Shower Head, Hand Showers, Slide Bars, Bodysprays, Shower Arm, Hoses, Valve Trim, and Rough-in Valve",Riobel
Parabola Shower System with Combined Thermostatic and Pressure Balance Technology and 3 Function Integrated Diverter,Riobel
Equinox Shower System with Combined Thermostatic and Pressure Balance Technology and 3 Function Integrated Diverter,Riobel
Parabola Shower System with Combined Thermostatic and Pressure Balance Technology and 3 Function Integrated Diverter,Riobel
Targa Floor Mounted Tub Filler with Metal Knob Handles,Graff
"Sade Floor Mounted Tub Filler with Metal Knob Handles, Handshower and Diverter",Graff
Sento Full Thermostatic Shower System with Transfer Valve - Rough & Trim,Graff
Phase Full Thermostatic Shower System with Diverter Valve,Graff
Terra Full Thermostatic Shower System with Diverter Valve,Graff
Harley Floor-Mounted Tub Filler,Graff
M-Series Full Thermostatic Shower System - Rough & Trim,Graff
M-Series Thermostatic Shower System Tub and Shower with Handshower (Rough & Trim),Graff
