Description,Manufacturer
"1.75 GPM Universal Multi Function Handshower with Touch-Clean® Technology Hose, and Limited Lifetime Warranty",Delta
1.75 GPM Single Function Rain Shower Head with Katalyst Air-induction Technology,Kohler
"1.75 GPM Multi Function Handshower with Touch-Clean® Technology, Hose and Wall Mount - Limited Lifetime Warranty",Delta
1.75 GPM In2ition 2-in-1 Multi Function Shower Head and Handshower with Hose and Shower Arm Mount - Limited Lifetime Warranty,Delta
1.75 GPM Single Function Showerhead,Moen
Awaken 1.5 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Fairfax 1.75 GPM Single Function Shower Head with Katalyst Air-Induction Technology,Kohler
"Hardware Rigi 1.8 GPM Rain Shower Head with 12"" Ceiling Mounted Shower Arm",Signature
1.5 GPM Fundamentals Multi Function Water Efficient Hand Shower - Limited Lifetime Warranty,Delta
"Ocean4, Shower 1.8 GPM Multi Function Hand Shower",Rohl
Rainfinity 1.75 GPM Multi Function Hand Shower,Hansgrohe
Bossini 1.8 GPM Single Function Shower Head,Rohl
1.8 GPM Rain Shower Head,Pfister
Icon 1.75 GPM Single Function Showerhead,Moen
Arterra 1.8 GPM Multi-Function Shower Head,Pfister
Croma 1.8 GPM Multi Function Hand Shower with 3 Spray Settings Less Hose - Limited Lifetime Warranty,Hansgrohe
Portland Single Function Shower Head,Pfister
Northcott 1.8 GPM Multi Function Shower Head,Pfister
"6 1/2"" Single Function Shower Head with Eco Performance from the Rothbury Collection",Moen
"Rainshower Mono 1.75 GPM Single Function Shower Head with DreamSpray, SpeedClean, and EcoJoy Technology",Grohe
Rainshower F-Series 1.8 GPM Single Function Rain Shower Head,Grohe
"Hardware 1.8 GPM 4-1/8"" Wide Contemporary Multi Function Shower Head",Signature
"Hardware 1.8 GPM 10"" Wide Modern Square Rain Shower Head",Signature
Croma 1.8 GPM Multi Function Hand Shower with 3 Spray Settings Less Hose - Limited Lifetime Warranty,Hansgrohe
"Hardware 1.8 GPM 6-1/8"" Wide Traditional Multi Function Shower Head with 6"" Shower Arm",Signature
Single Function Hand Shower Package with Hose and Slide Bar Included from the M-DURA Collection,Moen
Awaken 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Radiant 1.75 GPM Single Function Rain Shower Head with MasterClean and Katalyst Air-Induction Spray Technology,Kohler
Honesty 1.75 GPM Single Function Shower Head,Kohler
1.75 GPM Hand Shower Only with H2Okinetics and Touch-Clean® Technologies - Limited Lifetime Warranty,Delta
Brass Claremont 1.8 GPM Single Function Shower Head,Kingston
Hardware Key West 1.8 GPM Multi Function Shower Head,Signature
"Spa Shower 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
1.75 GPM Single Function Shower Head,Brizo
1.5 GPM Single Function Rain Shower Head,Moen
"Hardware 1.8 GPM 8"" Wide Modern Square Rain Shower Head",Signature
Park Avenue Single Function Hand Shower,Pfister
Hardware 1.8 GPM Vintage Multi Function Hand Shower Package - Includes Hose,Signature
Hardware Hibiscus 1.8 GPM Single Function Hand Shower,Signature
1.75 GPM Single Function Shower Head,PROFLO
"Stephens 2-1/4"" Adjustable Shower Head",Jones
Croma 1.8 (GPM) Multi-Function Rain Square Shower Head - Limited Lifetime Warranty,Hansgrohe
Hardware 1.8 GPM Modern Multi Function Hand Shower Package - Includes Slide Bar and Hose,Signature
Hardware 1.8 GPM Contemporary Tubular Single Function Hand Shower Package - Includes Slide Bar and Hose,Signature
Aquarius 1.8 GPM Rain Shower Head with Magnetic Hand Shower - Less Rough In Valve,Pulse
1.75 GPM Hand Shower with H2Okinetic Technology - Limited Lifetime Warranty,Delta
"Essential 7-1/8"" Single Function Raincan Shower Head with H2Okinetic Technology - 1.75 GPM",Brizo
Awaken 1.75 GPM Multi Function Hand Shower with MasterClean Sprayface,Kohler
Invari 1.75 GPM Multi Function Shower Head with Touch Clean and H2OKinetic Technology - Limited Lifetime Warranty,Brizo
Multi-Function Hand Shower Package with Hose and Slide Bar Included from the Envi Collection,Moen
Bordano 1.8 GPM Single Function Rain Shower Head,Rohl
Memoirs 1.75 GPM Single Function Shower Head with MasterClean Sprayface and Katalyst Air-Induction Technology,Kohler
1.75 GPM Hand Shower with H2Okinetic Technology - Limited Lifetime Warranty,Delta
Hydrati 2-in-1 1.75 GPM Shower Head and Hand Shower with Magnetic Docking and H2Okinetic Technology - Limited Lifetime Warranty,Brizo
Hardware 1.8 GPM Classic Multi Function Hand Shower Package - Includes Slide Bar and Hose,Signature
Flipside 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Brass Vintage Tub Spout and Shower Head Conversion Kit,Kingston
Universal Showering 1.75 GPM Multi Function Hand Shower with Touch Clean Technology,Delta
"Brass 3-1/2"" 1.8 GPM Multi-Function Solid Brass Shower Head",Newport
"1.5 GPM Commercial Single Function Hand Shower Package - Includes Hand Shower, Slide Bar, Hose, and Limited Lifetime Warranty",Delta
Vettis Slide Bar and Handshower - Limited Lifetime Warranty,Brizo
Ocean4 1.8 GPM Multi Function Shower Head,Rohl
Hardware 1.8 GPM Solid Brass Hand Shower with 5' Hose,Signature
"Brass 2-1/4"" Brass Multi Function Shower Head for KB263 & 363 Series Showers",Kingston
Contempra Single Function Shower Head,Pfister
Virage 1.75 GPM Hand Shower Package with Hose and Wall Supply,Brizo
Brass 1.8 GPM Multi-Function Shower Head,Newport
Pinstripe 1.75 GPM Single Function Shower Head with MasterClean Sprayface and Katalyst Air-Induction Technology,Kohler
Croma Select S 1.5 GPM  Single Function Handshower Package with Air Power and Quick Clean Technologies,Hansgrohe
Raindance Classic 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
Raindance S 1.75 GPM Single Function Rain Shower Head with AirPower and QuickClean Technologies,Hansgrohe
Raindance S 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
Raindance Classic 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
Raindance S 1.5 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
1.75 GPM Single Function Shower Head,PROFLO
Nebia 1.5 GPM Multi Function Shower Head,Moen
Rainfinity 1.5 GPM Single Function Hand Shower with QuickClean and PowderRain Technologies,Hansgrohe
Croma Select E 1.5 GPM Rain Shower Head with Select and QuickClean Technologies,Hansgrohe
1.75 GPM Single Function Shower Head,PROFLO
1.8 GPM Multi Function Hand Shower,PROFLO
Croma 1.75 GPM Single Function Rain Shower Head with AirPower and QuickClean Technologies,Hansgrohe
Croma 1.5 GPM Single Function Rain Shower Head with AirPower and QuickClean Technologies,Hansgrohe
Croma 100 1.5 GPM Multi Function Hand Shower with QuickClean Technology,Hansgrohe
Club 1.5 GPM Shower Head with QuickClean Technology,Hansgrohe
Croma 100 1.75 GPM Multi Function Hand Shower Package with QuickClean Technology - Includes Hose and Hand Shower Holder,Hansgrohe
Croma 100 1.5 GPM Shower Head with QuickClean Technology,Hansgrohe
Club 1.75 GPM Shower Head with QuickClean Technology,Hansgrohe
"brand 1.8 GPM Single Function Square Rain Shower Head - 12""",ALFI
"Essential 1.75 GPM 12"" Single Function Square Metal Raincan Shower Head",Brizo
Tempesta 1.5 GPM Multi Function Hand Shower,Grohe
Invari 1.75 GPM Multi Function Hand Shower with H2OKinetic Technology with Included Hose Hand Shower Holder and Integrated Wall Supply - Limited Lifetime Warranty,Brizo
Rainshower Cosmopolitan 1.8 GPM Single Function Rain Shower Head,Grohe
Hardware Hibiscus 1.8 GPM Single Function Hand Shower with Hose,Signature
Standard Spectra Plus 1.8 GPM Multi Function Shower Head,American
Tempesta 1.5 GPM Single Function Rain Shower Head,Grohe
"Spa Shower 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Essential 1.75 GPM Single Function Ceiling Mount Pendant Raincan Shower Head with H2Okinetic Technology,Brizo
Charlotte Hand Shower Package with Hose and Wall Supply,Brizo
Rainshower Rustic 1.75 GPM Single Function Rain Shower Head,Grohe
Contemporary 1.75 GPM Single Function Rain Shower Head with MasterClean and Katalyst Air-Induction Spray Technology,Kohler
Spa Shower 1.8 GPM Single Function Hand Shower,Rohl
1.75 GPM Multi-Function Hand Shower Package - Includes Slide Bar and Hose,Moen
Hardware Pendleton 1.8 GPM Single Function Shower Head,Signature
1.75 GPM Single Function Eco-Performance Rain Shower Head,Moen
Bossini 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar and Hose,Rohl
"Raindance Classic 1.75 GPM 3-Jet Shower Head with AirPower, EcoRight, and Quick Clean Technologies - Limited Lifetime Warranty",Hansgrohe
Rainshower Allure 1.8 GPM Single Function Rain Shower Head,Grohe
1.75 GPM Multi-Function Hand Shower,PROFLO
Standard Spectra 1.8 GPM Multi Function Shower Head,American
"Hardware 10"" Lambert Rainfall Nozzle Shower Head - 17"" Victorian Arm",Signature
1.5 GPM Multi Function Shower Head,PROFLO
"1.5 GPM Universal 3-7/8"" Single Function Shower Head with H2Okinetic Technology - Limited Lifetime Warranty",Delta
"Hardware 8"" Bostonian 1.6 GPM Single Function Rain Shower Head",Signature
"Hardware 8"" Bostonian 1.8 GPM Single Function Rain Shower Head",Signature
Hardware 1.8 GPM Tubular Hand Shower with 5' Hose,Signature
Conservation Earth Spa 1.5 GPM Multi Function Shower Head,Niagara
1.5 GPM Multi Function Water Efficient Hand Shower - Limited Lifetime Warranty,Delta
1.75 GPM Single Function Hand Shower,PROFLO
1.75 GPM Multi Function Hand Shower,Delta
Showerstick 1.75 GPM Single Function Hand shower,Danze
Hardware Hawick Exposed Shower System with Hand Shower - Less Shower Head,Signature
"Isabel 9 3/16"" Multi Function Rainshower Shower Head",Moen
1.8 GPM Multi Function Shower Head,PROFLO
Brass Vintage Replacement Decorative Personal Hand Shower,Kingston
Statement 1.75 GPM Multi Function Shower Head,Kohler
"1.75 GPM Fundamentals 2"" Wide Shower Head - Limited Lifetime Warranty",Delta
Universal Showering 1.75 GPM Multi Function Hand Shower with H2Okinetic Technology,Delta
"Hardware 6"" Lambert 1.6 GPM Single Function Rain Shower Head",Signature
Spa Shower 1.8 GPM Single Function Hand Shower,Rohl
"Ecomodern, Spa Shower 1.75 GPM Multi Function Hand Shower",Rohl
Grandera Hand Shower Single Function Shower Stick with DreamSpray Technology,Grohe
Hardware 1.8 GPM Modern Multi Function Hand Shower,Signature
"Hardware 1.8 GPM Traditional Multi Function Hand Shower Package - Includes 30"" Slide Bar and Hose",Signature
Tempesta Cosmopolitan 1.75 GPM Single Function Rain Shower Head,Grohe
Brass Victorian 1.8 GPM Single Function Shower Head with Shower Arm,Kingston
Awaken G90 1.75 GPM Single Function Shower Head,Kohler
Universal Showering 1.75 GPM Multi Function Hand Shower Package with SureDock Integrated Shower Arm holder - Limited Lifetime Warranty,Delta
"Hardware 6"" Lambert Rainfall Nozzle Shower Head - 6"" Ceiling Arm",Signature
Brass 1.8 GPM Single Function Wall Mount Handshower Kit,Newport
"Standard Spectra Multi-Function Hand Shower Package - Includes Hose, Shower Arm Bracket, and Hand Shower",American
Rainshower Allure 1.8 GPM Single Function Rain Shower Head,Grohe
Essential 1.75 GPM Single Function Hand Shower,Brizo
Kintsu 1.75 GPM Multifunction Wall Mounted Hand Shower,Brizo
Awaken G110 1.75 GPM Multi Function Hand Shower,Kohler
Standard Minimalist 1.8 GPM Single Function Hand Shower,American
1.75 GPM Multi Function Handshower less Hose - Limited Lifetime Warranty,Delta
1.75 GPM Single Function Eco-Performance Rain Shower Head,Moen
Starck 1.75 GPM Single Function Hand Shower - Includes Hose,Axor
Hardware 1.8 GPM Contemporary Square Single Function Hand Shower,Signature
Hardware 1.8 GPM Vintage Multi Function Hand Shower,Signature
Bossini 1.8 GPM Single Function Shower Head,Rohl
Dinamic 1.8 GPM Multi Function Shower Head,Rohl
"Essential 1.75 GPM 12"" Single Function Round Metal Raincan Shower Head",Brizo
Typhoon Multi Function Hand Shower Package - Includes Hose and Wall Supply,Pfister
"Single Function Hand Shower Package with Slide Bar, Hose and Wall Supply Included from the M-DURA Collection",Moen
Graceline 1.8 GPM Single Function Shower Head,Rohl
"Hardware 1.8 GPM 10"" Wide Traditional Rain Shower Head",Signature
Awaken 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
"Hardware Rigi 1.8 GPM Rain Shower Head with 12"" Wall Mounted Shower Arm",Signature
Nebia 0.4 GPM Single Function Hand Shower,Moen
1 GPM Multi Function Shower Head,PROFLO
Tempesta Rustic 1.75 GPM Multi Function Hand Shower,Grohe
Universal Showering 1.75 GPM Multi Function Shower Head with Touch Clean Technology,Delta
1.75 GPM Multi-Function Shower Head with HydroBoost Technology from the Avira Collection,Moen
Statement 1.75 GPM Hand Shower,Kohler
Anystream Eco 1.75 GPM Shower Head,Speakman
Standard Townsend 1.8 GPM Square Single Function Shower Head,American
Awaken 1.5 GPM Multi Function Hand Shower with MasterClean Sprayface,Kohler
1.75 GPM Multi Function Shower Head,PROFLO
Elios 1.8 GPM Single Function Rain Shower Head,Rohl
Pfirst Series Multi Function Hand Shower,Pfister
Standard Single Function Shower Head with FloWise Turbine Technology,American
"1.5 GPM Universal 6"" Wide Single Function Shower Head with H2Okinetic Technology - Limited Lifetime Warranty",Delta
"Hardware 1.8 GPM Traditional Multi Function Hand Shower Package - Includes 27"" Slide Bar and Hose",Signature
Hardware 1.8 GPM Vintage Multi Function Hand Shower Package - Includes Slide Bar and Hose,Signature
Hardware 1.8 GPM Lowden Multi Function Hand Shower,Signature
Tisbury 1.8 GPM Single Function Hand Shower,Pfister
"Baltera, Spa Shower 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Oki 1.8 GPM Single Function Rain Shower Head,Rohl
Standard Multi-Function Shower Head Only with FloWise Turbine Technology,American
Brass 1.8 GPM Single Function Rainfall Shower Head,Newport
Mantova 1.8 GPM Single Function Shower Head,Rohl
1.5 GPM Single Function Shower Head from the Easy Clean XL Collection,Moen
Hardware 1.8 GPM Single Function Rain Shower Head,Signature
Statement 1.75 GPM Hand Shower,Kohler
1.75 GPM Single Function Shower Head from the M-DURA Collection,Moen
Hardware 1.8 GPM Contemporary Tubular Single Function Hand Shower Package - Includes Hose,Signature
Hardware 1.8 GPM Contemporary Multi Function Hand Shower,Signature
Hardware 1.8 GPM Contemporary Tubular Single Function Hand Shower Package - Includes Slide Bar and Smooth Hose,Signature
Hardware 1.8 GPM Modern Multi Function Hand Shower Package - Includes Hose,Signature
Hardware Boca Raton 1.8 GPM Single Function Hand Shower,Signature
"Avanti, Lombardia, Spa Shower 1.8 GPM Single Function Hand Shower",Rohl
Hardware 1.8 GPM Classic Multi Function Hand Shower,Signature
"Hardware Rigi 1.8 GPM Rain Shower Head with 18"" Wall Mounted Shower Arm",Signature
1.0 GPM Multi Function Hand Shower,PROFLO
"Hardware 1.8 GPM 6"" Wide Modern Round Rain Shower Head",Signature
Hardware Gunther 1.8 GPM Single Function Hand Shower,Signature
"Hardware 1.8 GPM 8"" Wide Traditional Rain Shower Head",Signature
Raindance 1.8 (GPM) Single Function Rain Shower Head Trim Only Less Rough-In - Limited Lifetime Warranty,Hansgrohe
Bossini 1.8 GPM Single Function Hand Shower,Rohl
"Hardware 1.8 GPM 8"" Wide Contemporary Rain Shower Head",Signature
1.8 GPM Single Function Shower Head,PROFLO
Oak Hill 1.8 GPM Handshower- Includes Slide Bar and Hose,DXV
"Hardware 1.8 GPM 12"" Wide Contemporary Rain Shower Head",Signature
Hardware 1.8 GPM Contemporary Square Single Function Hand Shower Package - Includes and Wall Supply,Signature
Awaken 1.5 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Essential 1.75 GPM Multi Function Hand Shower,Brizo
1.75 GPM Single Function Rain Shower Head,Riobel
"Palladian 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Elios 1.8 GPM Single Function Rain Shower Head,Rohl
1.8 GPM Single Function Rain Shower Head,Rohl
Essential 1.75 GPM Single Function Metal Shower Head with TouchClean Technology,Brizo
1.75 GPM Multi Function Hand Shower,PROFLO
"Hardware 1.8 GPM 4-1/2"" Wide Multi Function Shower Head with 8"" Shower Arm",Signature
1.0 GPM Multi Function Hand Shower,PROFLO
Statement 1.75 GPM Single Function Shower Head,Kohler
Universal Showering 1.75 GPM Single Function Hand Shower,Delta
and Rowe 1.75 GPM Single Function Hand Shower,Perrin
Mia 1.8 GPM Multi Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
Awaken B90 1.5 GPM Single Function Shower Head with MasterClean Technology,Kohler
"Kintsu 14"" 1.75 GPM Square Multifunction Raincan Showerhead - Less Shower Arm and Rough In",Brizo
1.25 GPM Multi Function Hand Shower,PROFLO
"Modern, Spa Shower 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
1.75 GPM Multi-Function Hand Shower,PROFLO
Single Function Hand Shower Only from the M-DURA Collection,Moen
and Rowe 1.75 GPM Multi Function Shower Head,Perrin
Crometta 100 1.8 GPM Single Function Hand Shower with Quick Clean and Eco Right Technologies,Hansgrohe
"Hardware Rigi 1.8 GPM Rain Shower Head with 6"" Ceiling Mounted Shower Arm",Signature
Hardware Pinecrest 1.8 GPM Multi Function Hand Shower,Signature
Hardware 1.8 GPM Traditional Multi Function Hand Shower Package - Includes Hose,Signature
Hardware Key West 1.8 GPM Multi Function Shower Head,Signature
"Hardware 1.8 GPM 6-1/8"" Wide Traditional Multi Function Shower Head",Signature
Hardware St. Augustine 1.8 GPM Single Function Shower Head,Signature
Frank Lloyd Wright 1.75 GPM Single Function Hand Shower,Brizo
"Round Single Function 8.5"" 1.75 GPM Shower Head with Comfort Wave™ Technology",TOTO
Marielle 1.8 GPM Single Function Rain Shower Head - Includes Shower Arm and Flange,Pfister
1.75 GPM Single Function Shower Head,PROFLO
Raindance 1.75 (GPM) Single Function Round Rain Shower Head - Limited Lifetime Warranty,Hansgrohe
1.8 GPM Single Function Rain Shower Head,Rohl
Quiessence Hand Shower only,Brizo
Conservation Earth Spa 1.25 GPM Multi Function Shower Head,Niagara
"1.75 GPM Universal Hand Shower Package - Includes Hand Shower, Slide Bar, Hose, and Limited Lifetime Warranty",Delta
"Stephens 2"" Adjustable Die Cast Shower Head 1.8",Jones
"Hardware 10"" Bostonian 1.8 GPM Single Function Rain Shower Head",Signature
Hardware 1.8 GPM Contemporary Tubular Single Function Hand Shower Package - Includes Hose,Signature
Elysa 1.8 GPM Single Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
"and Rowe 8"" 1.75 GPM Single Function Rain Shower Head",Perrin
1.5 GPM Single Function Shower Head,PROFLO
"Hardware 1.8 GPM Traditional Single Function Shower Head with 8"" Shower Arm",Signature
"Hardware 1.8 GPM 4-1/8"" Wide Contemporary Multi Function Shower Head with 8"" Shower Arm",Signature
Tempesta Cosmopolitan 1.5 GPM Single Function Rain Shower Head,Grohe
"Hardware 1.8 GPM 10"" Wide Traditional Rain Shower Head with 17"" Shower Arm",Signature
"Hardware 1.8 GPM 10"" Wide Modern Square Rain Shower Head with 18"" Shower Arm",Signature
Bossini 1.8 GPM Multi Function Shower Head,Rohl
"Hardware 1.8 GPM 8"" Wide Contemporary Shower Head with 6"" Shower Arm",Signature
1.6 GPM Single Function Square Rain Shower Head,ThermaSol
1.8 GPM Multi Function Shower Head Combination with Hand Shower,PROFLO
1.75 GPM Multi Function Hand Shower,PROFLO
1.25 GPM Multi Function Hand Shower,PROFLO
"Hardware 1.8 GPM 4-3/4"" Wide Single Function Shower Head",Signature
Tenerife 1.8 GPM Single Function Rain Shower Head,Rohl
1.75 GPM Multi-Function Hand Shower,PROFLO
Bella 1.8 GPM Multi Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
"Vernis Square Showerhead 230 1-Jet, 1.75 GPM",Hansgrohe
Raindance S 1.75 GPM Single Function Rain Shower Head with AirPower and QuickClean Technologies,Hansgrohe
Parma 1.75 GPM Multi Function Hand Shower with Dual Valve Technology,Danze
"Vernis Handshower 100 Vario-Jet, 1.5 GPM",Hansgrohe
Coralais 1.75 GPM Single Function Shower Head,Kohler
"Hardware 5-1/2"" Lambert 1.6 GPM Single Function Rain Shower Head",Signature
Bossini 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar and Hose,Rohl
Brass Solid Brass Multi Function Handshower,Newport
Croma E 1.5 GPM Single Function Handshower with Air Power and Quick Clean Technologies,Hansgrohe
Mono Chic 1.75 GPM Single Function Shower Head with Air-Injection Technology,Danze
"Graceline, Michael Berman 1.8 GPM 5-Function Hand Shower Package - Includes 24"" Slide Bar, Hose, and Wall Supply",Rohl
Awaken 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Oki 1.8 GPM Single Function Rain Shower Head,Rohl
"and Rowe 12"" 1.75 GPM Single Function Rain Shower Head",Perrin
Nebia 1.5 GPM Multi Function Shower Head with Magnetix Technology,Moen
Moxie 1.75 GPM Single Function Shower Head with Wireless Speaker and Amazon Alexa,Kohler
Tenerife 1.75 GPM Multi Function Hand Shower,Rohl
"1.75 GPM Square Multi Function Hand Shower with Active Wave, Comfort Wave, and Warm Spa",TOTO
"Joleena 1.5 GPM 5-3/4"" Single Function Shower Head - Limited Lifetime Warranty",Hansgrohe
"Brass Ithaca Multi-Function Hand Shower Package with Slide Bar, Hose and Wall Supply Included",Newport
Exhale 1.75 GPM Multi Function Hand Shower with Katalyst Air-Induction Technology,Kohler
"Vernis Handshower Set Vario-Jet, 1.75 GPM",Hansgrohe
One Collection Dual-Function 1.75 GPM Hand Shower with Shower Hose Included - Less Wall Bracket and Wall Supply,Kallista
1.75 GPM Single Function Showerhead,Moen
Awaken 1.5 GPM Multi Function Hand Shower with MasterClean Sprayface,Kohler
Moen 1.75 GPM Single Function Hand Shower,Moen
"Vernis Round Showerhead 200 1-Jet, 1.5 GPM",Hansgrohe
Hardware Hibiscus 1.8 GPM Single Function Hand Shower with Smooth Hose,Signature
Brera 1.8 GPM Single Function Hand Shower,Fortis
Hardware 1.8 GPM Contemporary Multi Function Hand Shower Package - Includes Slide Bar and Hose,Signature
Standard Multi-Function Shower Head with FloWise Turbine Technology,American
Hotel 1.75 GPM Multi Function Shower Head,Speakman
Multi-Function Hand Shower with 3 Spray Patterns from the Envi Collection,Moen
1.75 GPM Multi Function Hand Shower,Moen
Bossini 1.8 GPM Single Function Rain Shower Head,Rohl
Spa Shower 1.8 GPM Multi Function Hand Shower,Rohl
Sondria 1.8 GPM Multi Function Shower Head,Rohl
Single Function Hand Shower Package with Hose and Slide Bar Included from the M-DURA Collection,Moen
Standard Patience 1.8 GPM Hand Shower,American
1.75 GPM Single Function Eco-Performance Rain Shower Head,Moen
1.5 GPM Single Function Shower Head from the M-DURA Collection,Moen
Essential 1.75 GPM Multi Function Hand Shower,Brizo
Conservation SAVA SPA 1.75 GPM Single Function Shower Head,Niagara
Rovato 1.8 GPM Multi Function Shower Head,Rohl
"Hardware 1.8 GPM 4-3/4"" Wide Single Function Shower Head",Signature
Mia 1.8 GPM Multi Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
Elysa 1.8 GPM Single Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
1.75 GPM Multi-Function Shower Head with HydroBoost Technology from the Avira Collection,Moen
Brass Claremont 1.8 GPM Single Function Hand Shower,Kingston
Bossini 1.8 GPM Multi Function Shower Head,Rohl
Tenerife 1.8 GPM Single Function Rain Shower Head,Rohl
1.8 GPM Multi Function Hand Shower,PROFLO
1.75 GPM Multi-Function Hand Shower,PROFLO
Bella 1.8 GPM Multi Function Hand Shower Package - Includes Hose and Hand Shower Holder,Miseno
"Vernis Handshower 100 Vario-Jet, 1.5 GPM",Hansgrohe
Tempesta Cosmopolitan 1.5 GPM Single Function Rain Shower Head,Grohe
Parma 1.75 GPM Multi Function Hand Shower with Dual Valve Technology,Danze
1.6 GPM Single Function Square Rain Shower Head,ThermaSol
Brass Victorian 1.8 GPM Single Function Shower Head with Shower Arm,Kingston
Croma Select E 1.8 GPM Multi Function Hand Shower Package with Select Technology - Includes Slide Bar and Hose,Hansgrohe
"Hardware 10"" Bostonian 1.8 GPM Single Function Rain Shower Head",Signature
Coralais 1.75 GPM Single Function Shower Head,Kohler
"Vernis Square Showerhead 230 1-Jet, 1.75 GPM",Hansgrohe
Brass Solid Brass Multi Function Handshower,Newport
"Brass 2-1/4"" Multi Function Shower Head with 1/2"" IPS Inlet",Kingston
Mono Chic 1.75 GPM Single Function Shower Head with Air-Injection Technology,Danze
"Hardware 5-1/2"" Lambert 1.6 GPM Single Function Rain Shower Head",Signature
Rem 1.8 GPM Multi Function Shower Head,DXV
"Graceline, Michael Berman 1.8 GPM 5-Function Hand Shower Package - Includes 24"" Slide Bar, Hose, and Wall Supply",Rohl
"brand 1.8 GPM Single Function Round Rain Shower Head - 16""",ALFI
"and Rowe 12"" 1.75 GPM Single Function Rain Shower Head",Perrin
Oki 1.8 GPM Single Function Rain Shower Head,Rohl
Nebia 1.5 GPM Multi Function Shower Head with Magnetix Technology,Moen
Moxie 1.75 GPM Single Function Shower Head with Wireless Speaker and Amazon Alexa,Kohler
Brass Victorian 1.8 GPM Single Function Rain Shower Head,Kingston
"Brass Ithaca Multi-Function Hand Shower Package with Slide Bar, Hose and Wall Supply Included",Newport
Brass Victorian 1.8 GPM Multi Function Shower Head - 8 Nozzles,Kingston
Exhale 1.75 GPM Multi Function Hand Shower with Katalyst Air-Induction Technology,Kohler
"Joleena 1.5 GPM 5-3/4"" Single Function Shower Head - Limited Lifetime Warranty",Hansgrohe
Awaken 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Conservation Earth Spa 1.25 GPM Multi Function Shower Head,Niagara
Brass Made to Match Single Function Rain Shower Head,Kingston
Faucets P-Accessory 1.5 GPM Single Function Shower Head with Hardwater Anti-Scale Technology,Pioneer
Tenerife 1.75 GPM Multi Function Hand Shower,Rohl
"1.75 GPM Square Multi Function Hand Shower with Active Wave, Comfort Wave, and Warm Spa",TOTO
"Vernis Round Showerhead 200 1-Jet, 1.5 GPM",Hansgrohe
"Vernis Handshower Set Vario-Jet, 1.75 GPM",Hansgrohe
1.75 GPM Single Function Showerhead,Moen
Hardware Hibiscus 1.8 GPM Single Function Hand Shower with Smooth Hose,Signature
Bossini 1.8 GPM Single Function Rain Shower Head,Rohl
Standard Patience 1.8 GPM Hand Shower,American
Multi-Function Hand Shower with 3 Spray Patterns from the Envi Collection,Moen
"Hardware 1.8 GPM 10"" Wide Contemporary Shower Head with 12"" Shower Arm",Signature
"Hardware 1.8 GPM 8"" Wide Modern Square Rain Shower Head with 12"" Shower Arm",Signature
"Hardware 1.8 GPM 8"" Wide Contemporary Shower Head with 12"" Shower Arm",Signature
1.8 GPM Multi Function Shower Head,PROFLO
"Hardware 12"" Bostonian Shower - 15"" Ornate Arm",Signature
Hardware 1.8 GPM Classic Multi Function Hand Shower Package - Includes Hose,Signature
"Hardware 12"" Bostonian Shower - 6"" Ceiling Arm",Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 17"" Victorian Arm",Signature
"Hardware 10"" Lambert Rainfall Nozzle Shower Head - 17-1/2"" S-Type Arm",Signature
"Hardware 10"" Bostonian Rainfall Nozzle Shower Head - 17"" Victorian Arm",Signature
Hardware 1.8 GPM Contemporary Square Single Function Hand Shower Package - Includes Hose,Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 6"" Ceiling Arm",Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 19"" Ornate Arm",Signature
"Hardware 8"" Lambert Rainfall Nozzle Shower Head - 17-1/2"" S-Type Arm",Signature
